premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Panthers raise kittens. Wumoxes are panthers.,Wumoxes raise kittens.,Bafus are panthers. Bafus do not raise kittens.,W,Panthers raise kittens.,Panthers,Wumoxes,1,W-case,Nonsense
Panthers raise kittens. Wumoxes are panthers.,Wumoxes raise kittens.,Panthers raise cubs.,N,Panthers raise kittens.,Panthers,Wumoxes,1,N-prop,Real
Panthers raise kittens. Florida panthers are panthers. Wumoxes are florida panthers.,Wumoxes raise kittens.,Florida panthers raise kittens.,S,Panthers raise kittens.,Panthers,Wumoxes,2,S-case,Real
Panthers raise kittens. Kittens who are abandoned by their mothers are panthers. Wumoxes are kittens who are abandoned by their mothers.,Wumoxes raise kittens.,Kittens who are abandoned by their mothers do not raise kittens.,W,Panthers raise kittens.,Panthers,Wumoxes,2,W-case,Real
Panthers raise kittens. Goqs are panthers. Wumoxes are Goqs.,Wumoxes raise kittens.,Goqs raise kittens,S,Panthers raise kittens.,Panthers,Wumoxes,2,S-case,Nonsense
Panthers raise kittens. Goqs are panthers. Wumoxes are Goqs.,Wumoxes raise kittens.,Goqs do not raise kittens,W,Panthers raise kittens.,Panthers,Wumoxes,2,W-case,Nonsense
Mice eat insect larvae. Bafus are mice.,Bafus eat insect larvae.,White-footed mice are mice. White-footed mice eat insect larvae.,S,Mice eat insect larvae.,Mice,Bafus,1,S-case,Real
Mice eat insect larvae. Bafus are mice.,Bafus eat insect larvae.,Goqs are mice. Goqs eat insect larvae.,S,Mice eat insect larvae.,Mice,Bafus,1,S-case,Nonsense
Mice eat insect larvae. Bafus are mice.,Bafus eat insect larvae.,Mice that live in a place where there are no insect larvae are mice. Mice that live in a place where there are no insect larvae do not eat insect larvae.,W,Mice eat insect larvae.,Mice,Bafus,1,W-case,Real
Mice eat insect larvae. Bafus are mice.,Bafus eat insect larvae.,Goqs are mice. Goqs do not eat insect larvae.,W,Mice eat insect larvae.,Mice,Bafus,1,W-case,Nonsense
Mice eat insect larvae. Bafus are mice.,Bafus eat insect larvae.,Salamanders are not mice. Salamanders eat insect larvae.,N,Mice eat insect larvae.,Mice,Bafus,1,S-alt,Real
Mice eat insect larvae. Bafus are mice.,Bafus eat insect larvae.,Goqs are not mice. Goqs eat insect larvae.,N,Mice eat insect larvae.,Mice,Bafus,1,S-alt,Nonsense
Mice eat insect larvae. Bafus are mice.,Bafus eat insect larvae.,"Mice eat grains, fruits, and vegetables.",N,Mice eat insect larvae.,Mice,Bafus,1,N-prop,Real
Mice eat insect larvae. White-footed mice are mice. Bafus are white-footed mice.,Bafus eat insect larvae.,White-footed mice eat insect larvae.,S,Mice eat insect larvae.,Mice,Bafus,2,S-case,Real
Mice eat insect larvae. Mice that live in a place where there are no insect larvae are mice. Bafus are mice that live in a place where there are no insect larvae.,Bafus eat insect larvae.,Mice that live in a place where there are no insect larvae do not eat insect larvae.,W,Mice eat insect larvae.,Mice,Bafus,2,W-case,Real
Mice eat insect larvae. Dofiks are mice. Bafus are Dofiks.,Bafus eat insect larvae.,Dofiks eat insect larvae,S,Mice eat insect larvae.,Mice,Bafus,2,S-case,Nonsense
Mice eat insect larvae. Dofiks are mice. Bafus are Dofiks.,Bafus eat insect larvae.,Dofiks do not eat insect larvae,W,Mice eat insect larvae.,Mice,Bafus,2,W-case,Nonsense
Bears rely on sea ice. A Wumox is a bear.,A Wumox relies on sea ice.,A bear species that live in the arctic is a bear. A bear species that live in the arctic relies on sea ice.,S,Bears rely on sea ice.,Bears,Wumoxes,1,S-case,Real
Bears rely on sea ice. A Wumox is a bear.,A Wumox relies on sea ice.,A Bafu is a bear. A Bafu relies on sea ice.,S,Bears rely on sea ice.,Bears,Wumoxes,1,S-case,Nonsense
Bears rely on sea ice. A Wumox is a bear.,A Wumox relies on sea ice.,Grizzly which bears in the lower 48 states are bears. Grizzly which bears in the lower 48 states do not rely on sea ice.,W,Bears rely on sea ice.,Bears,Wumoxes,1,W-case,Real
Bears rely on sea ice. A Wumox is a bear.,A Wumox relies on sea ice.,A Bafu is a bear. Bafus do not rely on sea ice.,W,Bears rely on sea ice.,Bears,Wumoxes,1,W-case,Nonsense
Bears rely on sea ice. A Wumox is a bear.,A Wumox relies on sea ice.,Walruses are not bears. Walruses rely on sea ice.,N,Bears rely on sea ice.,Bears,Wumoxes,1,S-alt,Real
Bears rely on sea ice. A Wumox is a bear.,A Wumox relies on sea ice.,A Bafu is not a bear. A Bafu relies on sea ice.,N,Bears rely on sea ice.,Bears,Wumoxes,1,S-alt,Nonsense
Bears rely on sea ice. A Wumox is a bear.,A Wumox relies on sea ice.,Bears rely on their strength.,N,Bears rely on sea ice.,Bears,Wumoxes,1,N-prop,Real
Bears rely on sea ice. A bear species that live in the arctic is a bear. A Wumox is a bear species that live in the arctic.,A Wumox relies on sea ice.,A bear species that live in the arctic relies on sea ice.,S,Bears rely on sea ice.,Bears,Wumoxes,2,S-case,Real
Bears rely on sea ice. Grizzly which bears in the lower 48 states are bears. Wumoxes are grizzly which bears in the lower 48 states.,A Wumox relies on sea ice.,Grizzly which bears in the lower 48 states do not rely on sea ice.,W,Bears rely on sea ice.,Bears,Wumoxes,2,W-case,Real
Bears rely on sea ice. A Goq is a bear. A Wumox is a Goq.,A Wumox relies on sea ice.,A Goq relies on sea ice,S,Bears rely on sea ice.,Bears,Wumoxes,2,S-case,Nonsense
Bears rely on sea ice. A Goq is a bear. A Wumox is a Goq.,A Wumox relies on sea ice.,Goqs do not rely on sea ice,W,Bears rely on sea ice.,Bears,Wumoxes,2,W-case,Nonsense
Genetic factors affect color. A Goq is a genetic factor.,A Goq affects color.,A gene is a genetic factor. A gene alleles (dominant and recessive) affect color.,S,Genetic factors affect color.,Genetic factors,Goqs,1,S-case,Real
Genetic factors affect color. A Goq is a genetic factor.,A Goq affects color.,A Dofik is a genetic factor. A Dofik alleles (dominant and recessive) affect color.,S,Genetic factors affect color.,Genetic factors,Goqs,1,S-case,Nonsense
Genetic factors affect color. A Goq is a genetic factor.,A Goq affects color.,Genetic factors that do not have a corresponding gene are genetic factors. Genetic factors that do not have a corresponding gene do not affect color.,W,Genetic factors affect color.,Genetic factors,Goqs,1,W-case,Real
Genetic factors affect color. A Goq is a genetic factor.,A Goq affects color.,A Dofik is a genetic factor. Dofiks do not affect color.,W,Genetic factors affect color.,Genetic factors,Goqs,1,W-case,Nonsense
Genetic factors affect color. A Goq is a genetic factor.,A Goq affects color.,The surface on which the color is displayed is not a genetic factor. The surface on which the color is displayed affects color.,N,Genetic factors affect color.,Genetic factors,Goqs,1,S-alt,Real
Genetic factors affect color. A Goq is a genetic factor.,A Goq affects color.,A Dofik is not a genetic factor. A Dofik alleles (dominant and recessive) affect color.,N,Genetic factors affect color.,Genetic factors,Goqs,1,S-alt,Nonsense
Genetic factors affect color. A Goq is a genetic factor.,A Goq affects color.,Genetic factors affect susceptibility to disease.,N,Genetic factors affect color.,Genetic factors,Goqs,1,N-prop,Real
Genetic factors affect color. A gene is a genetic factor. A Goq is a gene.,A Goq affects color.,A gene alleles (dominant and recessive) affect color.,S,Genetic factors affect color.,Genetic factors,Goqs,2,S-case,Real
Genetic factors affect color. Genetic factors that do not have a corresponding gene are genetic factors. Goqs are genetic factors that do not have a corresponding gene.,A Goq affects color.,Genetic factors that do not have a corresponding gene do not affect color.,W,Genetic factors affect color.,Genetic factors,Goqs,2,W-case,Real
Genetic factors affect color. A Yeb is a genetic factor. A Goq is a Yeb.,A Goq affects color.,A Yeb alleles (dominant and recessive) affect color,S,Genetic factors affect color.,Genetic factors,Goqs,2,S-case,Nonsense
Genetic factors affect color. A Yeb is a genetic factor. A Goq is a Yeb.,A Goq affects color.,Yebs do not affect color,W,Genetic factors affect color.,Genetic factors,Goqs,2,W-case,Nonsense
Fruit bats feed on bananas. A Wumox is a fruit bat.,A Wumox feeds on bananas.,A pteropus macrotis or long-eared fruit bat is a fruit bat. A pteropus macrotis or long-eared fruit bat feeds on bananas.,S,Fruit bats feed on bananas.,Fruit bats,Wumoxes,1,S-case,Real
Fruit bats feed on bananas. A Wumox is a fruit bat.,A Wumox feeds on bananas.,A Bafu is a fruit bat. A Bafu feeds on bananas.,S,Fruit bats feed on bananas.,Fruit bats,Wumoxes,1,S-case,Nonsense
Fruit bats feed on bananas. A Wumox is a fruit bat.,A Wumox feeds on bananas.,Fruit bats that live in a place where there are no bananas are fruit bats. Fruit bats that live in a place where there are no bananas do not feed on bananas.,W,Fruit bats feed on bananas.,Fruit bats,Wumoxes,1,W-case,Real
Fruit bats feed on bananas. A Wumox is a fruit bat.,A Wumox feeds on bananas.,A Bafu is a fruit bat. Bafus do not feed on bananas.,W,Fruit bats feed on bananas.,Fruit bats,Wumoxes,1,W-case,Nonsense
Fruit bats feed on bananas. A Wumox is a fruit bat.,A Wumox feeds on bananas.,Monkeys are not fruit bats. Monkeys feed on bananas.,N,Fruit bats feed on bananas.,Fruit bats,Wumoxes,1,S-alt,Real
Fruit bats feed on bananas. A Wumox is a fruit bat.,A Wumox feeds on bananas.,A Bafu is not a fruit bat. A Bafu feeds on bananas.,N,Fruit bats feed on bananas.,Fruit bats,Wumoxes,1,S-alt,Nonsense
Fruit bats feed on bananas. A Wumox is a fruit bat.,A Wumox feeds on bananas.,Fruit bats feed on apples.,N,Fruit bats feed on bananas.,Fruit bats,Wumoxes,1,N-prop,Real
Fruit bats feed on bananas. A pteropus macrotis or long-eared fruit bat is a fruit bat. A Wumox is a pteropus macrotis or long-eared fruit bat.,A Wumox feeds on bananas.,A pteropus macrotis or long-eared fruit bat feeds on bananas.,S,Fruit bats feed on bananas.,Fruit bats,Wumoxes,2,S-case,Real
Fruit bats feed on bananas. Fruit bats that live in a place where there are no bananas are fruit bats. Wumoxes are fruit bats that live in a place where there are no bananas.,A Wumox feeds on bananas.,Fruit bats that live in a place where there are no bananas do not feed on bananas.,W,Fruit bats feed on bananas.,Fruit bats,Wumoxes,2,W-case,Real
Fruit bats feed on bananas. A Goq is a fruit bat. A Wumox is a Goq.,A Wumox feeds on bananas.,A Goq feeds on bananas,S,Fruit bats feed on bananas.,Fruit bats,Wumoxes,2,S-case,Nonsense
Fruit bats feed on bananas. A Goq is a fruit bat. A Wumox is a Goq.,A Wumox feeds on bananas.,Goqs do not feed on bananas,W,Fruit bats feed on bananas.,Fruit bats,Wumoxes,2,W-case,Nonsense
Bats maintain core body temperature. Wumoxes are bats.,Wumoxes maintain core body temperature.,Mexican free-tailed bats are bats. Mexican free-tailed bats maintain core body temperature.,S,Bats maintain core body temperature.,Bats,Wumoxes,1,S-case,Real
Bats maintain core body temperature. Wumoxes are bats.,Wumoxes maintain core body temperature.,Bafus are bats. Bafus maintain core body temperature.,S,Bats maintain core body temperature.,Bats,Wumoxes,1,S-case,Nonsense
Bats maintain core body temperature. Wumoxes are bats.,Wumoxes maintain core body temperature.,Bats that enter torpor are bats. Bats that enter torpor do not maintain core body temperature.,W,Bats maintain core body temperature.,Bats,Wumoxes,1,W-case,Real
Bats maintain core body temperature. Wumoxes are bats.,Wumoxes maintain core body temperature.,Bafus are bats. Bafus do not maintain core body temperature.,W,Bats maintain core body temperature.,Bats,Wumoxes,1,W-case,Nonsense
Bats maintain core body temperature. Wumoxes are bats.,Wumoxes maintain core body temperature.,Amphibians are not bats. Amphibians maintain core body temperature via a process called ectothermy.,N,Bats maintain core body temperature.,Bats,Wumoxes,1,S-alt,Real
Bats maintain core body temperature. Wumoxes are bats.,Wumoxes maintain core body temperature.,Bafus are not bats. Bafus maintain core body temperature.,N,Bats maintain core body temperature.,Bats,Wumoxes,1,S-alt,Nonsense
Bats maintain core body temperature. Wumoxes are bats.,Wumoxes maintain core body temperature.,Bats maintain a high-protein diet.,N,Bats maintain core body temperature.,Bats,Wumoxes,1,N-prop,Real
Bats maintain core body temperature. Mexican free-tailed bats are bats. Wumoxes are mexican free-tailed bats.,Wumoxes maintain core body temperature.,Mexican free-tailed bats maintain core body temperature.,S,Bats maintain core body temperature.,Bats,Wumoxes,2,S-case,Real
Bats maintain core body temperature. Bats that enter torpor are bats. Wumoxes are bats that enter torpor.,Wumoxes maintain core body temperature.,Bats that enter torpor do not maintain core body temperature.,W,Bats maintain core body temperature.,Bats,Wumoxes,2,W-case,Real
Bats maintain core body temperature. Goqs are bats. Wumoxes are Goqs.,Wumoxes maintain core body temperature.,Goqs maintain core body temperature,S,Bats maintain core body temperature.,Bats,Wumoxes,2,S-case,Nonsense
Bats maintain core body temperature. Goqs are bats. Wumoxes are Goqs.,Wumoxes maintain core body temperature.,Goqs do not maintain core body temperature,W,Bats maintain core body temperature.,Bats,Wumoxes,2,W-case,Nonsense
Elephants live in tanzania. A Wumox is an elephant.,A Wumox lives in tanzania.,An african elephant is an elephant. An african elephant lives in tanzania.,S,Elephants live in tanzania.,Elephants,Wumoxes,1,S-case,Real
Elephants live in tanzania. A Wumox is an elephant.,A Wumox lives in tanzania.,A Bafu is an elephant. A Bafu lives in tanzania.,S,Elephants live in tanzania.,Elephants,Wumoxes,1,S-case,Nonsense
Elephants live in tanzania. A Wumox is an elephant.,A Wumox lives in tanzania.,Elephants living in zoos are elephants. Elephants living in zoos do not live in tanzania.,W,Elephants live in tanzania.,Elephants,Wumoxes,1,W-case,Real
Elephants live in tanzania. A Wumox is an elephant.,A Wumox lives in tanzania.,A Bafu is an elephant. Bafus do not live in tanzania.,W,Elephants live in tanzania.,Elephants,Wumoxes,1,W-case,Nonsense
Elephants live in tanzania. A Wumox is an elephant.,A Wumox lives in tanzania.,Giraffes are not elephants. Giraffes live in tanzania.,N,Elephants live in tanzania.,Elephants,Wumoxes,1,S-alt,Real
Elephants live in tanzania. A Wumox is an elephant.,A Wumox lives in tanzania.,A Bafu is not an elephant. A Bafu lives in tanzania.,N,Elephants live in tanzania.,Elephants,Wumoxes,1,S-alt,Nonsense
Elephants live in tanzania. A Wumox is an elephant.,A Wumox lives in tanzania.,Elephants live in the zoo.,N,Elephants live in tanzania.,Elephants,Wumoxes,1,N-prop,Real
Elephants live in tanzania. An african elephant is an elephant. A Wumox is an african elephant.,A Wumox lives in tanzania.,An african elephant lives in tanzania.,S,Elephants live in tanzania.,Elephants,Wumoxes,2,S-case,Real
Elephants live in tanzania. Elephants living in zoos are elephants. Wumoxes are elephants living in zoos.,A Wumox lives in tanzania.,Elephants living in zoos do not live in tanzania.,W,Elephants live in tanzania.,Elephants,Wumoxes,2,W-case,Real
Elephants live in tanzania. A Goq is an elephant. A Wumox is a Goq.,A Wumox lives in tanzania.,A Goq lives in tanzania,S,Elephants live in tanzania.,Elephants,Wumoxes,2,S-case,Nonsense
Elephants live in tanzania. A Goq is an elephant. A Wumox is a Goq.,A Wumox lives in tanzania.,Goqs do not live in tanzania,W,Elephants live in tanzania.,Elephants,Wumoxes,2,W-case,Nonsense
Squirrels use hollow cavities. Yebs are squirrels.,Yebs use hollow cavities.,Ground squirrels are squirrels. Ground squirrels use hollow cavities.,S,Squirrels use hollow cavities.,Squirrels,Yebs,1,S-case,Real
Squirrels use hollow cavities. Yebs are squirrels.,Yebs use hollow cavities.,Wumoxes are squirrels. Wumoxes use hollow cavities.,S,Squirrels use hollow cavities.,Squirrels,Yebs,1,S-case,Nonsense
Squirrels use hollow cavities. Yebs are squirrels.,Yebs use hollow cavities.,Squirrels that are trying to get away from a predator are squirrels. Squirrels that are trying to get away from a predator do not use hollow cavities.,W,Squirrels use hollow cavities.,Squirrels,Yebs,1,W-case,Real
Squirrels use hollow cavities. Yebs are squirrels.,Yebs use hollow cavities.,Wumoxes are squirrels. Wumoxes do not use hollow cavities.,W,Squirrels use hollow cavities.,Squirrels,Yebs,1,W-case,Nonsense
Squirrels use hollow cavities. Yebs are squirrels.,Yebs use hollow cavities.,Other animals are not squirrels. Other animals use hollow cavities.,N,Squirrels use hollow cavities.,Squirrels,Yebs,1,S-alt,Real
Squirrels use hollow cavities. Yebs are squirrels.,Yebs use hollow cavities.,Wumoxes are not squirrels. Wumoxes use hollow cavities.,N,Squirrels use hollow cavities.,Squirrels,Yebs,1,S-alt,Nonsense
Squirrels use hollow cavities. Yebs are squirrels.,Yebs use hollow cavities.,Squirrels use their whiskers to navigate in the dark.,N,Squirrels use hollow cavities.,Squirrels,Yebs,1,N-prop,Real
Squirrels use hollow cavities. Ground squirrels are squirrels. Yebs are ground squirrels.,Yebs use hollow cavities.,Ground squirrels use hollow cavities.,S,Squirrels use hollow cavities.,Squirrels,Yebs,2,S-case,Real
Squirrels use hollow cavities. Squirrels that are trying to get away from a predator are squirrels. Yebs are squirrels that are trying to get away from a predator.,Yebs use hollow cavities.,Squirrels that are trying to get away from a predator do not use hollow cavities.,W,Squirrels use hollow cavities.,Squirrels,Yebs,2,W-case,Real
Squirrels use hollow cavities. Bafus are squirrels. Yebs are Bafus.,Yebs use hollow cavities.,Bafus use hollow cavities,S,Squirrels use hollow cavities.,Squirrels,Yebs,2,S-case,Nonsense
Squirrels use hollow cavities. Bafus are squirrels. Yebs are Bafus.,Yebs use hollow cavities.,Bafus do not use hollow cavities,W,Squirrels use hollow cavities.,Squirrels,Yebs,2,W-case,Nonsense
Foxes compete for habitats. A Bafu is a fox.,A Bafu competes for habitats.,An arctic fox is a fox. An arctic foxes compete for habitats.,S,Foxes compete for habitats.,Foxes,Bafus,1,S-case,Real
Foxes compete for habitats. A Bafu is a fox.,A Bafu competes for habitats.,A Goq is a fox. A Goq es compete for habitats.,S,Foxes compete for habitats.,Foxes,Bafus,1,S-case,Nonsense
Foxes compete for habitats. A Bafu is a fox.,A Bafu competes for habitats.,Foxes that use different parts of the same habitat are foxes. Foxes that use different parts of the same habitat do not compete for habitats.,W,Foxes compete for habitats.,Foxes,Bafus,1,W-case,Real
Foxes compete for habitats. A Bafu is a fox.,A Bafu competes for habitats.,A Goq is a fox. Goqs do not compete for habitats.,W,Foxes compete for habitats.,Foxes,Bafus,1,W-case,Nonsense
Foxes compete for habitats. A Bafu is a fox.,A Bafu competes for habitats.,Squirrels are not foxes. Squirrels compete for habitats.,N,Foxes compete for habitats.,Foxes,Bafus,1,S-alt,Real
Foxes compete for habitats. A Bafu is a fox.,A Bafu competes for habitats.,A Goq is not a fox. A Goq es compete for habitats.,N,Foxes compete for habitats.,Foxes,Bafus,1,S-alt,Nonsense
Foxes compete for habitats. A Bafu is a fox.,A Bafu competes for habitats.,Foxes compete for food.,N,Foxes compete for habitats.,Foxes,Bafus,1,N-prop,Real
Foxes compete for habitats. An arctic fox is a fox. A Bafu is an arctic fox.,A Bafu competes for habitats.,An arctic foxes compete for habitats.,S,Foxes compete for habitats.,Foxes,Bafus,2,S-case,Real
Foxes compete for habitats. Foxes that use different parts of the same habitat are foxes. Bafus are foxes that use different parts of the same habitat.,A Bafu competes for habitats.,Foxes that use different parts of the same habitat do not compete for habitats.,W,Foxes compete for habitats.,Foxes,Bafus,2,W-case,Real
Foxes compete for habitats. A Dofik is a fox. A Bafu is a Dofik.,A Bafu competes for habitats.,A Dofik es compete for habitats,S,Foxes compete for habitats.,Foxes,Bafus,2,S-case,Nonsense
Foxes compete for habitats. A Dofik is a fox. A Bafu is a Dofik.,A Bafu competes for habitats.,Dofiks do not compete for habitats,W,Foxes compete for habitats.,Foxes,Bafus,2,W-case,Nonsense
Chimpanzees eat meat from monkeys and pigs. Dofiks are chimpanzees.,Dofiks eat meat from monkeys and pigs.,Bonobo chimps are chimpanzees. Bonobo chimps eat meat from monkeys and pigs.,S,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,1,S-case,Real
Chimpanzees eat meat from monkeys and pigs. Dofiks are chimpanzees.,Dofiks eat meat from monkeys and pigs.,Yebs are chimpanzees. Yebs eat meat from monkeys and pigs.,S,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,1,S-case,Nonsense
Chimpanzees eat meat from monkeys and pigs. Dofiks are chimpanzees.,Dofiks eat meat from monkeys and pigs.,Chimpanzees that live in areas where there are no monkeys or pigs are chimpanzees. Chimpanzees that live in areas where there are no monkeys or pigs do not eat meat from monkeys and pigs.,W,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,1,W-case,Real
Chimpanzees eat meat from monkeys and pigs. Dofiks are chimpanzees.,Dofiks eat meat from monkeys and pigs.,Yebs are chimpanzees. Yebs do not eat meat from monkeys and pigs.,W,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,1,W-case,Nonsense
Chimpanzees eat meat from monkeys and pigs. Dofiks are chimpanzees.,Dofiks eat meat from monkeys and pigs.,Crocodiles are not chimpanzees. Crocodiles eat meat from monkeys and pigs.,N,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,1,S-alt,Real
Chimpanzees eat meat from monkeys and pigs. Dofiks are chimpanzees.,Dofiks eat meat from monkeys and pigs.,Yebs are not chimpanzees. Yebs eat meat from monkeys and pigs.,N,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,1,S-alt,Nonsense
Chimpanzees eat meat from monkeys and pigs. Dofiks are chimpanzees.,Dofiks eat meat from monkeys and pigs.,"Chimpanzees eat fruits, vegetables, insects, and other small animals.",N,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,1,N-prop,Real
Chimpanzees eat meat from monkeys and pigs. Bonobo chimps are chimpanzees. Dofiks are bonobo chimps.,Dofiks eat meat from monkeys and pigs.,Bonobo chimps eat meat from monkeys and pigs.,S,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,2,S-case,Real
Chimpanzees eat meat from monkeys and pigs. Chimpanzees that live in areas where there are no monkeys or pigs are chimpanzees. Dofiks are chimpanzees that live in areas where there are no monkeys or pigs.,Dofiks eat meat from monkeys and pigs.,Chimpanzees that live in areas where there are no monkeys or pigs do not eat meat from monkeys and pigs.,W,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,2,W-case,Real
Chimpanzees eat meat from monkeys and pigs. Wumoxes are chimpanzees. Dofiks are Wumoxes.,Dofiks eat meat from monkeys and pigs.,Wumoxes eat meat from monkeys and pigs,S,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,2,S-case,Nonsense
Chimpanzees eat meat from monkeys and pigs. Wumoxes are chimpanzees. Dofiks are Wumoxes.,Dofiks eat meat from monkeys and pigs.,Wumoxes do not eat meat from monkeys and pigs,W,Chimpanzees eat meat from monkeys and pigs.,Chimpanzees,Dofiks,2,W-case,Nonsense
Chameleons reach sexual maturity. Dofiks are chameleons.,Dofiks reach sexual maturity.,"Unisexual chameleons (which can be male, female, or hermaphrodite) are chameleons. Unisexual chameleons (which can be male, female, or hermaphrodite) reach sexual maturity.",S,Chameleons reach sexual maturity.,Chameleons,Dofiks,1,S-case,Real
Chameleons reach sexual maturity. Dofiks are chameleons.,Dofiks reach sexual maturity.,Yebs are chameleons. Yebs reach sexual maturity.,S,Chameleons reach sexual maturity.,Chameleons,Dofiks,1,S-case,Nonsense
Chameleons reach sexual maturity. Dofiks are chameleons.,Dofiks reach sexual maturity.,Chameleons that are too young are chameleons. Chameleons that are too young do not reach sexual maturity.,W,Chameleons reach sexual maturity.,Chameleons,Dofiks,1,W-case,Real
Chameleons reach sexual maturity. Dofiks are chameleons.,Dofiks reach sexual maturity.,Yebs are chameleons. Yebs do not reach sexual maturity.,W,Chameleons reach sexual maturity.,Chameleons,Dofiks,1,W-case,Nonsense
Chameleons reach sexual maturity. Dofiks are chameleons.,Dofiks reach sexual maturity.,Rabbits are not chameleons. Rabbits reach sexual maturity at the age of 4 months.,N,Chameleons reach sexual maturity.,Chameleons,Dofiks,1,S-alt,Real
Chameleons reach sexual maturity. Dofiks are chameleons.,Dofiks reach sexual maturity.,Yebs are not chameleons. Yebs reach sexual maturity.,N,Chameleons reach sexual maturity.,Chameleons,Dofiks,1,S-alt,Nonsense
Chameleons reach sexual maturity. Dofiks are chameleons.,Dofiks reach sexual maturity.,Chameleons reach a length of twenty-four inches.,N,Chameleons reach sexual maturity.,Chameleons,Dofiks,1,N-prop,Real
"Chameleons reach sexual maturity. Unisexual chameleons (which can be male, female, or hermaphrodite) are chameleons. Dofiks are unisexual chameleons (which can be male, female, or hermaphrodite).",Dofiks reach sexual maturity.,"Unisexual chameleons (which can be male, female, or hermaphrodite) reach sexual maturity.",S,Chameleons reach sexual maturity.,Chameleons,Dofiks,2,S-case,Real
Chameleons reach sexual maturity. Chameleons that are too young are chameleons. Dofiks are chameleons that are too young.,Dofiks reach sexual maturity.,Chameleons that are too young do not reach sexual maturity.,W,Chameleons reach sexual maturity.,Chameleons,Dofiks,2,W-case,Real
Chameleons reach sexual maturity. Wumoxes are chameleons. Dofiks are Wumoxes.,Dofiks reach sexual maturity.,Wumoxes reach sexual maturity,S,Chameleons reach sexual maturity.,Chameleons,Dofiks,2,S-case,Nonsense
Chameleons reach sexual maturity. Wumoxes are chameleons. Dofiks are Wumoxes.,Dofiks reach sexual maturity.,Wumoxes do not reach sexual maturity,W,Chameleons reach sexual maturity.,Chameleons,Dofiks,2,W-case,Nonsense
Toxins are produced by glands. Bafus are toxins.,Bafus are produced by glands.,Neurotoxins are toxins. Neurotoxins are produced by glands.,S,Toxins are produced by glands.,Toxins,Bafus,1,S-case,Real
Toxins are produced by glands. Bafus are toxins.,Bafus are produced by glands.,Goqs are toxins. Goqs are produced by glands.,S,Toxins are produced by glands.,Toxins,Bafus,1,S-case,Nonsense
Toxins are produced by glands. Bafus are toxins.,Bafus are produced by glands.,Toxins that build up in the body because of a medical condition are toxins. Toxins that build up in the body because of a medical condition are not produced by glands.,W,Toxins are produced by glands.,Toxins,Bafus,1,W-case,Real
Toxins are produced by glands. Bafus are toxins.,Bafus are produced by glands.,Goqs are toxins. Goqs are not produced by glands.,W,Toxins are produced by glands.,Toxins,Bafus,1,W-case,Nonsense
Toxins are produced by glands. Bafus are toxins.,Bafus are produced by glands.,Sweat are not toxins. Sweat is produced by glands.,N,Toxins are produced by glands.,Toxins,Bafus,1,S-alt,Real
Toxins are produced by glands. Bafus are toxins.,Bafus are produced by glands.,Goqs are not toxins. Goqs are produced by glands.,N,Toxins are produced by glands.,Toxins,Bafus,1,S-alt,Nonsense
Toxins are produced by glands. Bafus are toxins.,Bafus are produced by glands.,Toxins are produced by bacteria.,N,Toxins are produced by glands.,Toxins,Bafus,1,N-prop,Real
Toxins are produced by glands. Neurotoxins are toxins. Bafus are neurotoxins.,Bafus are produced by glands.,Neurotoxins are produced by glands.,S,Toxins are produced by glands.,Toxins,Bafus,2,S-case,Real
Toxins are produced by glands. Toxins that build up in the body because of a medical condition are toxins. Bafus are toxins that build up in the body because of a medical condition.,Bafus are produced by glands.,Toxins that build up in the body because of a medical condition are not produced by glands.,W,Toxins are produced by glands.,Toxins,Bafus,2,W-case,Real
Toxins are produced by glands. Dofiks are toxins. Bafus are Dofiks.,Bafus are produced by glands.,Dofiks are produced by glands,S,Toxins are produced by glands.,Toxins,Bafus,2,S-case,Nonsense
Toxins are produced by glands. Dofiks are toxins. Bafus are Dofiks.,Bafus are produced by glands.,Dofiks are not produced by glands,W,Toxins are produced by glands.,Toxins,Bafus,2,W-case,Nonsense
Shrews live for months. Bafus are shrews.,Bafus live for months.,Short-tailed shrews are shrews. Short-tailed shrews live for months.,S,Shrews live for months.,Shrews,Bafus,1,S-case,Real
Shrews live for months. Bafus are shrews.,Bafus live for months.,Goqs are shrews. Goqs live for months.,S,Shrews live for months.,Shrews,Bafus,1,S-case,Nonsense
Shrews live for months. Bafus are shrews.,Bafus live for months.,"The pygmy shrew, which lives for 3-6 weeks is a shrew. The pygmy shrew, which lives for 3-6 weeks does not live for months.",W,Shrews live for months.,Shrews,Bafus,1,W-case,Real
